order_id,customer_name,product,amount,year
1089,Maria,Webcam,3536,2021
1090,Vikram,Tablet,43894,2021
1091,Ravi,Monitor,17722,2021
1092,Sita,Laptop,73978,2021
1093,Rohan,Laptop,79509,2021
1094,Neha,Laptop,56643,2021
1095,Meena,Webcam,5319,2021
1096,Nisha,Keyboard,1032,2021
1097,Nisha,Mouse,780,2021
1098,John,Speaker,2056,2021
1099,David,Headphones,1982,2021
1100,Meena,Monitor,9302,2021
1101,Varun,Mouse,1258,2022
1102,Meena,Speaker,5782,2022
1103,Neha,Printer,9346,2022
1104,Neha,Monitor,16703,2022
1105,Pooja,Keyboard,2028,2022
1106,Sneha,SSD,3688,2022
1107,Rahul,Webcam,5812,2022
1108,Priya,Mouse,836,2022
1109,Nisha,Printer,8170,2022
1110,Arjun,Mouse,900,2022
1111,Arjun,Printer,8584,2022
1112,Sneha,Tablet,31825,2022
1113,Varun,Tablet,12512,2022
1114,Rohan,Printer,16868,2022
1115,Priya,Keyboard,1883,2022
1116,Priya,Mouse,718,2022
1117,Maria,Printer,15909,2022
1118,Sita,SSD,5835,2022
1119,Maria,Tablet,44016,2022
1120,Maria,Laptop,58024,2022
1121,Vikram,Printer,6722,2022
1122,Rahul,SSD,4643,2022
1123,Maria,Keyboard,2609,2022
1124,Rohan,Headphones,5594,2022
1125,Rahul,Mouse,554,2022
1126,Ravi,Tablet,14361,2022
1127,Arjun,Speaker,6026,2022
1128,Ravi,Headphones,2044,2022
1129,Anita,Printer,11974,2022
1130,Anita,SSD,5941,2022
1131,David,Mouse,1124,2022
1132,Rohan,Headphones,6084,2022
1133,Ravi,Monitor,13324,2022
1134,Kiran,Headphones,1203,2022
1135,Kiran,SSD,9245,2022
1136,David,Printer,8608,2022
1137,Priya,Headphones,1317,2022
1138,Amit,Monitor,14539,2022
1139,Sneha,SSD,7500,2022
1140,David,Monitor,8775,2022
1141,Sita,Headphones,3689,2022
1142,Maria,Mouse,971,2022
1143,Arjun,Tablet,38193,2022
1144,Rohan,SSD,2952,2022
1145,Priya,Printer,8925,2022
1146,Meena,Printer,6626,2022
1147,Priya,Speaker,5059,2022
1148,Arjun,SSD,9649,2022
1149,Varun,Tablet,19578,2022
1150,Pooja,Speaker,3057,2022
1151,Maria,Laptop,78225,2022
1152,Vikram,Laptop,72036,2022
1153,Rohan,Monitor,19934,2022
1154,Vikram,Mouse,1076,2022
1155,Varun,SSD,4541,2022
1156,Alex,Tablet,32269,2022
1157,Vikram,SSD,9092,2022
1158,Alex,Tablet,20341,2022
1159,Sita,Headphones,6447,2022
1160,Pooja,Keyboard,2032,2022
1161,Pooja,Tablet,12026,2022
1162,Alex,Printer,9443,2022
1163,Vikram,Speaker,6469,2022
1164,Neha,Webcam,4819,2022
1165,Sneha,Monitor,24750,2022
1166,Amit,Keyboard,1147,2022
1167,Alex,Tablet,33966,2022
1168,John,Monitor,18171,2022
1169,David,Monitor,12828,2022
1170,Rahul,Laptop,63023,2022
1171,Amit,Speaker,8461,2022
1172,John,Webcam,4595,2022
1173,Meena,Monitor,20582,2022
1174,Amit,Headphones,2998,2022
1175,Ravi,Laptop,84250,2022
1176,Priya,Headphones,2792,2022
1177,Kiran,Tablet,42444,2022
1178,Anita,Tablet,28331,2022
1179,Priya,Webcam,2292,2022
1180,Sneha,Tablet,32794,2022
1181,Sneha,Speaker,8176,2022
1182,Nisha,Headphones,5488,2022
1183,Sneha,Keyboard,2744,2022
1184,Sneha,Printer,10050,2022
1185,Maria,Tablet,43758,2022
1186,David,Printer,13206,2022
1187,John,Printer,9841,2022
1188,Maria,SSD,7738,2022
1189,Rohan,Mouse,683,2022
1190,Ravi,Monitor,20551,2022
1191,Ravi,Monitor,10104,2022
1192,Vikram,Headphones,3710,2022
1193,Rohan,Webcam,4606,2022
1194,Anita,Monitor,21767,2022
1195,Pooja,Speaker,7197,2022
1196,Rahul,Speaker,4616,2022
1197,Amit,Laptop,66526,2022
1198,Alex,Headphones,4432,2022
1199,Rohan,Tablet,26453,2022
1200,Amit,Monitor,16943,2022
1201,Vikram,Webcam,1437,2023
1202,Pooja,SSD,9124,2023
1203,Kiran,Webcam,2245,2023
1204,Varun,Tablet,13767,2023
1205,Pooja,Speaker,6123,2023
1206,Rahul,Mouse,1277,2023
1207,Ravi,Webcam,2688,2023
1208,Anita,Printer,12211,2023
1209,Neha,Monitor,22899,2023
1210,Neha,SSD,8711,2023
1211,Maria,Headphones,3066,2023
1212,John,Webcam,1358,2023
1213,Rohan,Laptop,66467,2023
1214,David,Mouse,482,2023
1215,Rahul,Monitor,14532,2023
1216,Rahul,Speaker,2748,2023
1217,David,Keyboard,2739,2023
1218,Priya,Speaker,3285,2023
1219,Sneha,Printer,12043,2023
1220,Kiran,Speaker,6474,2023
1221,Priya,Keyboard,2074,2023
1222,Priya,Speaker,1710,2023
1223,Alex,Speaker,7048,2023
1224,Pooja,Headphones,6857,2023
1225,Sita,Mouse,897,2023
1226,Priya,Printer,17210,2023
1227,Varun,Mouse,484,2023
1228,Arjun,Tablet,40074,2023
1229,Arjun,Mouse,1436,2023
1230,Neha,Laptop,82838,2023
1231,Vikram,Webcam,2064,2023
1232,Vikram,SSD,10032,2023
1233,Ravi,Headphones,2442,2023
1234,Nisha,Printer,16091,2023
1235,Rohan,Webcam,5008,2023
1236,Vikram,Speaker,3698,2023
1237,Neha,Monitor,10839,2023
1238,Maria,Webcam,3197,2023
1239,Sneha,Speaker,6499,2023
1240,Pooja,SSD,2970,2023
1241,Amit,SSD,5479,2023
1242,Amit,Monitor,19626,2023
1243,Maria,SSD,7081,2023
1244,Varun,Printer,15106,2023
1245,Rahul,Tablet,24521,2023
1246,John,Monitor,21317,2023
1247,Amit,Tablet,27749,2023
1248,Amit,Webcam,4871,2023
1249,Rahul,Mouse,1002,2023
1250,David,Headphones,6667,2023
1251,David,Printer,16878,2023
1252,Meena,SSD,10253,2023
1253,Rohan,Tablet,34528,2023
1254,Vikram,Tablet,33678,2023
1255,Arjun,Webcam,3419,2023
1256,Alex,Printer,9777,2023
1257,Priya,Monitor,18339,2023
1258,Priya,Tablet,24133,2023
1259,Sita,Monitor,23866,2023
1260,Maria,Speaker,7727,2023
1261,Nisha,Speaker,3818,2023
1262,Priya,Monitor,17707,2023
1263,David,SSD,5439,2023
1264,Alex,Laptop,78200,2023
1265,Rohan,Keyboard,1923,2023
1266,Anita,Laptop,73132,2023
1267,Alex,Keyboard,2810,2023
1268,Priya,Laptop,73810,2023
1269,Alex,Webcam,5121,2023
1270,Sneha,SSD,5520,2023
1271,Anita,Printer,13827,2023
1272,Priya,Mouse,1220,2023
1273,Amit,Mouse,509,2023
1274,Ravi,Keyboard,2044,2023
1275,John,Monitor,11881,2023
1276,Rohan,Headphones,5966,2023
1277,Varun,Speaker,3348,2023
1278,Nisha,Headphones,4690,2023
1279,Sneha,Printer,15642,2023
1280,Vikram,Printer,15316,2023
1281,Varun,Laptop,74976,2023
1282,Priya,Monitor,14914,2023
1283,Maria,Mouse,721,2023
1284,David,Keyboard,1107,2023
1285,Kiran,Laptop,68386,2023
1286,Sneha,Speaker,5349,2023
1287,Alex,Laptop,62585,2023
1288,Alex,Printer,17517,2023
1289,Sneha,Mouse,878,2023
1290,Maria,Speaker,6916,2023
1291,Sita,Headphones,1940,2023
1292,Rohan,Monitor,12882,2023
1293,Maria,Keyboard,1092,2023
1294,Anita,Keyboard,2059,2023
1295,Varun,Speaker,3864,2023
1296,Sneha,Mouse,1359,2023
1297,Alex,Headphones,3230,2023
1298,Nisha,Tablet,44361,2023
1299,Sneha,Mouse,481,2023
1300,Vikram,SSD,6602,2023
1301,Rahul,Mouse,868,2024
1302,Meena,Speaker,1669,2024
1303,Maria,Speaker,1829,2024
1304,Kiran,Webcam,5451,2024
1305,Sneha,Printer,8973,2024
1306,Meena,Headphones,6200,2024
1307,Amit,Mouse,1362,2024
1308,Arjun,Headphones,3730,2024
1309,Neha,Mouse,729,2024
1310,Neha,Headphones,6682,2024
1311,Amit,Printer,16855,2024
1312,Pooja,Tablet,14404,2024
1313,Sneha,Mouse,1044,2024
1314,Maria,SSD,4399,2024
1315,Pooja,Tablet,12075,2024
1316,Rohan,Webcam,4585,2024
1317,Anita,Monitor,24988,2024
1318,Arjun,Speaker,7696,2024
1319,Amit,Webcam,1622,2024
1320,Sita,Printer,14998,2024
1321,Ravi,Printer,13178,2024
1322,Amit,Mouse,459,2024
1323,Varun,Monitor,13189,2024
1324,Alex,Tablet,12896,2024
1325,Rohan,Headphones,1763,2024
1326,David,Mouse,1345,2024
1327,Priya,Keyboard,2841,2024
1328,Alex,Tablet,29919,2024
1329,Vikram,Webcam,5068,2024
1330,David,Webcam,5715,2024
1331,Ravi,Headphones,2561,2024
1332,Varun,Tablet,20946,2024
1333,John,Printer,12798,2024
1334,Neha,Tablet,29509,2024
1335,Rahul,Printer,17895,2024
1336,Alex,Speaker,6250,2024
1337,Amit,Keyboard,2629,2024
1338,Rohan,Webcam,4027,2024
1339,Neha,Tablet,36720,2024
1340,Sneha,SSD,5590,2024
1341,David,Speaker,4637,2024
1342,David,Headphones,1357,2024
1343,Neha,Webcam,4323,2024
1344,Pooja,Keyboard,2828,2024
1345,Anita,Keyboard,2857,2024
1346,Meena,SSD,4144,2024
1347,Sneha,Mouse,1477,2024
1348,Sneha,Laptop,78673,2024
1349,Ravi,Headphones,6363,2024
1350,Ravi,Mouse,1361,2024
1351,Maria,SSD,9012,2024
1352,John,SSD,11242,2024
1353,Pooja,SSD,10494,2024
1354,Rohan,Laptop,75232,2024
1355,John,Monitor,17416,2024
1356,David,Mouse,1288,2024
1357,Priya,Mouse,1308,2024
1358,Kiran,Printer,6474,2024
1359,Anita,SSD,3419,2024
1360,Alex,SSD,8641,2024
1361,Vikram,Keyboard,1800,2024
1362,Nisha,Headphones,5636,2024
1363,Kiran,Keyboard,1517,2024
1364,John,Speaker,8633,2024
1365,Pooja,Speaker,7096,2024
1366,David,Webcam,5977,2024
1367,Ravi,Monitor,23110,2024
1368,Maria,Webcam,3291,2024
1369,Rahul,Webcam,3556,2024
1370,Rohan,Keyboard,1102,2024
1371,Sneha,SSD,7401,2024
1372,Vikram,Printer,13484,2024
1373,Alex,Monitor,20605,2024
1374,Amit,Mouse,885,2024
1375,Pooja,Speaker,4440,2024
1376,Meena,Printer,17456,2024
1377,Alex,Laptop,82198,2024
1378,Pooja,Printer,6132,2024
1379,Meena,Laptop,84839,2024
1380,Varun,Webcam,3544,2024
1381,David,Speaker,8069,2024
1382,Arjun,Monitor,14230,2024
1383,Varun,Printer,17104,2024
1384,Ravi,Mouse,480,2024
1385,Alex,Webcam,1473,2024
1386,Meena,SSD,4653,2024
1387,John,Printer,11352,2024
1388,Vikram,Keyboard,1622,2024
1389,Ravi,Tablet,35976,2024
1390,Nisha,Tablet,29860,2024
1391,Kiran,Printer,13894,2024
1392,Alex,SSD,4386,2024
1393,Sneha,Mouse,688,2024
1394,David,Headphones,5565,2024
1395,Arjun,Mouse,1208,2024
1396,Rahul,Printer,14791,2024
1397,Priya,Webcam,4219,2024
1398,Maria,Speaker,4621,2024
1399,Arjun,Mouse,878,2024
1400,Amit,Laptop,75301,2024
1401,Rohan,SSD,6126,2025
1402,John,Webcam,3675,2025
1403,Vikram,Mouse,686,2025
1404,Anita,Laptop,64973,2025
1405,Amit,Mouse,599,2025
1406,David,Tablet,20890,2025
1407,Pooja,Webcam,4239,2025
1408,Rohan,Headphones,5811,2025
1409,Ravi,Headphones,6365,2025
1410,Priya,Webcam,4543,2025
1411,Maria,Laptop,77619,2025
1412,Arjun,Monitor,22528,2025
1413,Sneha,Monitor,19884,2025
1414,Priya,SSD,11420,2025
1415,Arjun,Laptop,68046,2025
1416,Maria,Monitor,12002,2025
1417,Sneha,Mouse,834,2025
1418,Varun,Laptop,56657,2025
1419,Neha,Monitor,12126,2025
1420,Meena,Monitor,10248,2025
1421,Rohan,Monitor,15076,2025
1422,David,SSD,4917,2025
1423,Varun,Laptop,64085,2025
1424,Ravi,Keyboard,1826,2025
1425,Kiran,Mouse,452,2025
1426,Ravi,Laptop,66738,2025
1427,David,Speaker,4152,2025
1428,Rahul,Keyboard,1886,2025
1429,Anita,Keyboard,2524,2025
1430,Nisha,Mouse,530,2025
1431,Amit,Webcam,4165,2025
1432,Nisha,Speaker,2393,2025
1433,Sneha,Tablet,26519,2025
1434,Varun,Laptop,78830,2025
1435,Nisha,Printer,13504,2025
1436,Rahul,Laptop,70695,2025
1437,Pooja,Headphones,6620,2025
1438,Priya,Webcam,4833,2025
1439,John,Mouse,1059,2025
1440,Varun,Keyboard,1069,2025
1441,Ravi,Printer,16228,2025
1442,Meena,Tablet,33311,2025
1443,Pooja,Speaker,5846,2025
1444,Alex,Webcam,5341,2025
1445,Varun,Headphones,1812,2025
1446,Priya,Tablet,26091,2025
1447,Vikram,Webcam,3071,2025
1448,Vikram,SSD,9930,2025
1449,Pooja,Headphones,6976,2025
1450,Priya,SSD,9492,2025
1451,Neha,Printer,12132,2025
1452,Ravi,Webcam,1749,2025
1453,John,Mouse,590,2025
1454,Vikram,Mouse,1163,2025
1455,Ravi,Tablet,15930,2025
1456,Meena,Tablet,33603,2025
1457,Priya,Headphones,3896,2025
1458,Vikram,Laptop,64425,2025
1459,Varun,Printer,11761,2025
1460,Priya,Speaker,5656,2025
1461,Sita,Keyboard,2775,2025
1462,David,Mouse,1117,2025
1463,Rohan,SSD,4382,2025
1464,Maria,Speaker,3352,2025
1465,Vikram,Tablet,13720,2025
1466,Varun,Printer,6474,2025
1467,Kiran,Printer,17513,2025
1468,Alex,SSD,8251,2025
1469,Rahul,Keyboard,1386,2025
1470,Meena,Headphones,1570,2025
1471,Ravi,Laptop,58006,2025
1472,Nisha,Monitor,20327,2025
1473,Vikram,Webcam,3992,2025
1474,Kiran,SSD,7605,2025
1475,Neha,Speaker,6384,2025
1476,John,Laptop,60098,2025
1477,Kiran,Speaker,1907,2025
1478,John,Printer,13259,2025
1479,Vikram,Webcam,4821,2025
1480,Vikram,Printer,9531,2025
1481,Nisha,Mouse,1106,2025
1482,Vikram,Mouse,980,2025
1483,Meena,Webcam,5516,2025
1484,Alex,Laptop,62225,2025
1485,Pooja,Speaker,1948,2025
1486,Rahul,Monitor,17876,2025
1487,Sita,Keyboard,1846,2025
1488,Alex,SSD,4465,2025
1489,Rahul,Webcam,4727,2025
1490,Kiran,Keyboard,2357,2025
1491,Rohan,Monitor,24392,2025
1492,Rohan,SSD,3680,2025
1493,Pooja,Laptop,69294,2025
1494,Rahul,Webcam,1837,2025
1495,Neha,Speaker,5016,2025
1496,Meena,Headphones,6812,2025
1497,Vikram,Printer,7887,2025
1498,Pooja,Laptop,65642,2025
1499,Kiran,Speaker,5269,2025
1500,Arjun,Mouse,1294,2025
